Timestamp,Location,State,Threat_Level,Threat_Probability,Fume_Detection,Metal_Detection,GPR_Reading,Ground_CV,Drone_CV,Disturbance,Thermal,Explosive_Type,Fume_Signature,Danger_Level,Detonation_Velocity,Density,Brisance,Explosive_Class,Action
2025-05-07 15:33:32,Moreh Border Post,Manipur,MODERATE,37.19,37.88,14.64,41.42,38.23,45.09,74.95,29.67,Unknown-8,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
2025-05-07 17:28:32,Kokrajhar Border,Assam,LOW,28.03,34.3,0.0,35.68,41.34,69.81,36.22,0.0,Unknown-56,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-07 17:38:32,Aizawl City,Mizoram,LOW,25.42,19.87,42.75,20.61,13.43,44.77,8.46,0.0,Unknown-90,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-07 18:37:32,Senapati Checkpoint,Manipur,HIGH,59.13,60.65,92.56,43.9,52.56,52.68,67.86,28.45,Unknown-186,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-05-07 18:43:32,Kakching District,Manipur,LOW,24.17,24.26,0.0,50.0,28.17,28.76,26.15,0.0,Unknown-97,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-07 19:11:32,Agartala City,Tripura,MODERATE,52.44,51.46,59.64,46.51,61.17,29.65,26.9,0.0,Unknown-85,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-05-07 19:13:32,Peren Border,Nagaland,HIGH,67.79,80.61,94.22,76.47,50.92,58.17,3.25,30.36,Unknown-29,Unknown,Medium,5000,1.5,Extremely High,Unknown,Route diversion and increased surveillance
2025-05-07 19:21:32,Silchar Airport,Assam,LOW,21.11,32.08,12.53,39.3,41.06,30.15,12.35,14.78,Unknown-118,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-07 19:52:32,Itanagar Capital,Arunachal Pradesh,LOW,19.71,10.47,0.0,44.46,40.52,14.1,75.02,50.62,Unknown-173,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-05-07 20:45:32,Tezpur Airbase,Assam,LOW,24.6,27.19,0.0,55.49,33.73,71.49,43.2,0.0,Unknown-115,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-07 20:47:32,Dawki Border,Meghalaya,LOW,25.19,15.76,11.29,23.39,27.21,38.21,24.24,16.27,Unknown-118,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-07 22:43:32,Imphal Airport Road,Manipur,MODERATE,40.36,86.53,10.72,26.57,0.0,20.46,30.23,32.67,Unknown-125,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-07 23:00:32,Thoubal Checkpoint,Manipur,LOW,27.7,45.07,6.93,46.26,32.88,18.38,36.59,5.25,Unknown-79,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-07 23:41:32,Senapati Checkpoint,Manipur,MODERATE,38.1,52.58,27.96,44.93,54.3,47.23,25.41,19.61,Unknown-148,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-07 23:41:32,Longleng Checkpoint,Nagaland,HIGH,64.51,74.43,53.38,74.45,87.14,57.07,76.58,0.0,Unknown-161,Unknown,Medium,5000,1.5,,Unknown,Route diversion and increased surveillance
2025-05-07 23:54:32,Baghmara District,Meghalaya,LOW,13.88,2.49,24.79,7.92,95.13,16.4,0.0,0.0,Unknown-133,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-05-07 23:56:32,Silchar Airport,Assam,LOW,28.57,10.77,41.5,25.61,9.29,0.0,53.66,25.49,Unknown-98,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-08 00:14:32,Senapati Checkpoint,Manipur,LOW,20.04,27.54,0.0,30.22,17.72,55.09,25.53,1.65,Unknown-95,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-05-08 00:34:32,Peren Border,Nagaland,LOW,20.0,23.5,14.58,0.0,26.72,14.06,40.54,12.81,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 00:37:32,Mokokchung Town,Nagaland,MODERATE,35.34,39.74,51.0,66.23,12.25,22.5,33.58,25.72,Unknown-169,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-05-08 00:56:32,Kokrajhar Border,Assam,HIGH,56.22,80.89,52.87,85.93,39.74,56.13,13.66,69.71,Unknown-49,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-08 01:06:32,Champhai Border,Mizoram,LOW,20.8,44.4,20.67,39.1,21.94,11.8,3.78,30.38,Unknown-39,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 01:13:32,Peren Border,Nagaland,MODERATE,41.82,62.83,1.53,70.35,73.32,32.42,32.21,12.09,Unknown-122,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-05-08 01:31:32,Zunheboto Hills,Nagaland,LOW,35.03,39.09,40.31,37.34,0.99,6.65,31.75,34.49,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 01:55:32,Thoubal Checkpoint,Manipur,LOW,25.19,9.93,26.45,40.08,41.37,15.5,23.01,10.73,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 02:14:32,Agartala City,Tripura,LOW,14.04,0.0,3.78,33.11,30.9,47.61,51.4,4.06,Unknown-50,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 02:25:32,Kailashahar Checkpoint,Tripura,LOW,16.11,2.73,14.59,15.52,0.0,38.05,2.19,24.97,Unknown-77,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 02:37:32,Silchar Airport,Assam,MODERATE,43.21,45.22,52.01,47.02,35.02,43.56,9.47,19.2,Unknown-133,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-08 02:43:32,Jowai Checkpoint,Meghalaya,HIGH,57.94,57.92,46.28,76.82,88.72,44.52,80.68,11.3,Unknown-72,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-08 02:54:32,Kokrajhar Border,Assam,CRITICAL,81.05,81.25,59.46,64.14,79.68,68.96,80.48,52.2,Unknown-48,Unknown,Medium,5000,1.5,Very High,Unknown,Immediate evacuation and EOD deployment
2025-05-08 02:58:32,Udaipur District,Tripura,CRITICAL,87.76,81.1,80.53,50.85,100.0,64.09,24.03,10.36,Unknown-8,Unknown,Medium,5000,1.5,High,Unknown,Immediate evacuation and EOD deployment
2025-05-08 03:34:32,Haflong Hills,Assam,LOW,18.89,23.5,27.71,27.12,38.5,35.3,0.0,34.17,Unknown-110,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-05-08 04:27:32,Sabroom Border Post,Tripura,HIGH,61.61,66.15,71.55,63.15,49.39,50.12,100.0,19.41,Unknown-137,Unknown,Medium,5000,1.5,,Unknown,Route diversion and increased surveillance
2025-05-08 05:13:32,Sabroom Border Post,Tripura,MODERATE,42.72,49.61,5.2,70.41,53.44,43.95,66.94,43.8,Unknown-161,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-05-08 05:16:32,Williamnagar Border,Meghalaya,LOW,18.45,16.32,0.0,10.97,13.39,25.17,89.42,8.12,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 05:28:32,Sabroom Border Post,Tripura,HIGH,56.41,2.61,48.06,99.15,96.76,48.87,100.0,17.98,Unknown-129,Unknown,Medium,5000,1.5,Medium to High,Unknown,Route diversion and increased surveillance
2025-05-08 05:31:32,Mokokchung Town,Nagaland,LOW,19.41,28.29,11.17,16.28,9.96,0.0,32.86,74.63,Unknown-37,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-05-08 05:58:32,Shillong City Center,Meghalaya,HIGH,73.28,80.65,67.12,100.0,55.25,73.03,90.73,86.42,Unknown-61,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-05-08 06:26:32,Imphal Airport Road,Manipur,MODERATE,36.43,52.93,28.81,33.97,27.13,34.4,48.22,40.41,Unknown-10,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
2025-05-08 07:56:32,Moreh Border Post,Manipur,CRITICAL,100.0,100.0,70.34,96.31,71.89,59.83,99.89,49.91,Unknown-31,Unknown,Medium,5000,1.5,Extremely High,Unknown,Immediate evacuation and EOD deployment
